university,landing_page,domain,query_used,title,policy_url,method,domain_restricted
Yeshiva Gedolah Keren Hatorah,https://yeshivagedolahkerenhatorah.com/,yeshivagedolahkerenhatorah.com,site:yeshivagedolahkerenhatorah.com Yeshiva Gedolah Keren Hatorah generative AI policy,Yeshiva Gedolah Keren Hatorah,https://www.yeshivagedolahkerenhatorah.com/,exa,True
Yeshiva Gedolah Keren Hatorah,https://yeshivagedolahkerenhatorah.com/,yeshivagedolahkerenhatorah.com,site:yeshivagedolahkerenhatorah.com Yeshiva Gedolah Keren Hatorah academic integrity,Yeshiva Gedolah Keren Hatorah,https://yeshivagedolahkerenhatorah.com/,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell generative AI policy,Catalog : Academic Integrity,https://www.uml.edu/Catalog/Undergraduate/Policies/Academic-Policies/Academic-Integrity.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell generative AI policy,Academic Integrity | Graduate Programs & Policies | Academic Catalog | UMass Lowell,https://www.uml.edu/catalog/graduate/policies/academic-integrity.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell generative AI policy,Language Regarding Artificial Intelligence Added to Academic Integrity Policy | MyUML | UMass Lowell,https://www.uml.edu/myuml/submissions/2024/2024-08-29-08-29-16-language-regarding-artificial-intel.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell generative AI policy,About the Artificial intelligence (AI) Task Force | Center for Excellence in Learning and Teaching,https://uml.edu/celt/exploring-ai/about.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell generative AI policy,Generative Artificial Intelligence (AI) | Software | Information Technology | UMass Lowell,https://www.uml.edu/it/software/it-generative-ai.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell generative AI policy,Academic Integrity and Detection | Exploring AI | Center for Excellence in Learning and Teaching | UMass Lowell,https://www.uml.edu/celt/exploring-ai/academic-integrity.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell generative AI policy,Research Best Practices,https://www.uml.edu/celt/exploring-ai/research-practices.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell generative AI policy,Faculty Senate Call for Comment #8: Request to Update the Policy on Academic Integrity | MyUML | UMass Lowell,https://www.uml.edu/myuml/submissions/2026/2026-02-03-15-06-12-faculty-senate-call-for-comment-8.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell generative AI policy,Introducing Artificial Intelligence in Syllabi,https://uml.edu/celt/exploring-ai/ai-in-syllabi.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell generative AI policy,Resources for Researchers | Exploring AI | Center for Excellence in Learning and Teaching | UMass Lowell,https://uml.edu/celt/exploring-ai/researchers.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell generative AI policy,AI Guidance (Office of Research Integrity) | Center for Excellence in Learning and Teaching,https://uml.edu/celt/exploring-ai/ori-guidance.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell AI policy,Academic Integrity | Policies | Undergraduate Programs & Policies | Academic Catalog | UMass Lowell,https://www.uml.edu/catalog/undergraduate/policies/academic-policies/academic-integrity.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell AI policy,Resources for Researchers | Exploring AI | Center for Excellence in Learning and Teaching | UMass Lowell,https://www.uml.edu/celt/exploring-ai/researchers.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell AI policy,Important Update on AI Tools Usage in Zoom and Teams | MyUML | UMass Lowell,https://www.uml.edu/myuml/submissions/2025/2025-03-31-16-57-30-important-update-on-ai-tools-usage.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell AI policy,umass lowell acceptable use policy_tcm18-232750,https://www.uml.edu/docs/umass%20lowell%20acceptable%20use%20policy_tcm18-232750.pdf,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell AI guidance,Exploring Artificial Intelligence (AI) | Center for Excellence in Learning and Teaching | UMass Lowell,https://www.uml.edu/celt/exploring-ai/,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell AI guidance,AI Guidance (Office of Research Integrity) | Exploring AI | Center for Excellence in Learning and Teaching | UMass Lowell,https://www.uml.edu/celt/exploring-ai/ori-guidance.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell AI guidance,Introducing Artificial Intelligence in Syllabi | Exploring AI | Center for Excellence in Learning and Teaching | UMass Lowell,https://www.uml.edu/celt/exploring-ai/ai-in-syllabi.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell AI guidance,Course Information | UMass Lowell,https://www.uml.edu/catalog/courses/eece/4860,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell AI guidance,AI Automation and Agentic AI Basics,https://upskill.uml.edu/ai-automation,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell AI academic integrity,Academic Integrity | Academic Policies & Procedures | UMass Lowell,https://gps.uml.edu/policies/academicintegrity.cfm,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell AI academic integrity,Pedagogy Collections and Guides,https://www.uml.edu/celt/resources/collections.aspx,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell academic integrity,Student Conduct Code | Student Rights and Responsibilities | Student Affairs,https://www.uml.edu/student-services/student-conduct/conduct-code/,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell academic integrity,Home | Academic Policies & Procedures,https://gps.uml.edu/policies/policies.cfm,exa,True
University of Massachusetts Lowell,https://www.uml.edu/,uml.edu,site:uml.edu University of Massachusetts Lowell academic integrity,University Disciplinary Procedures | Graduate Programs & Policies | Academic Catalog | UMass Lowell,https://www.uml.edu/catalog/graduate/policies/university-disciplinary-procedures-for-graduate-students.aspx,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,Generative AI » Learning & Teaching Center,https://ltc.highline.edu/teaching-excellence/generative-ai/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,Highline College Library: AI and ChatGPT  Information: Home,https://library.highline.edu/AI,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,AI and ChatGPT  Information,https://library.highline.edu/c.php?g=1299113&p=10143188,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,ITS Announces the Availability of Microsoft 365 Copilot and Google Gemini for Workspaces,https://its.highline.edu/announces-availability-microsoft-365-copilot-google-gemini-workspaces/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,Guide to Microsoft 365 CoPilot and Google Gemini,https://its.highline.edu/ai-guide/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,Instructor Resources » Student Services,https://studentservices.highline.edu/student-conduct/academic-integrity/instructor-resources/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,College Policies and Procedures,https://catalog.highline.edu/content.php?catoid=31&navoid=2077,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,Faculty Handbook,https://academicaffairs.highline.edu/faculty/faculty-handbook/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,Instructional Policies and Procedures,https://catalog.highline.edu/content.php?catoid=31&navoid=2060,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,Syllabi » Learning &amp; Teaching Center,https://ltc.highline.edu/teaching-excellence/course-organization/syllabi/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,Highline Library Newsletters,https://library.highline.edu/c.php?g=1151299&p=10341194,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,IT Security Policy,https://its.highline.edu/it-security/policy/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,ITS Operational Policies and Procedures,https://its.highline.edu/helpdesk/operational-policies-procedures/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,"Web Development with AI, AAS",https://catalog.highline.edu/preview_program.php?catoid=31&poid=8735&print=,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College generative AI policy,Privacy Policy,https://www.highline.edu/about/policies/privacy.html,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College AI policy,Academic Integrity,https://studentservices.highline.edu/student-conduct/academic-integrity/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College AI policy,Zoom AI Companion » Information Technology Services,https://its.highline.edu/zoom/companion/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College AI policy,The Thunderword - Official Newspaper of Highline College,https://thunderword.highline.edu/2025/11/20/is-ais-role-in-education-helping-or-harming/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College AI academic integrity,Academic Integrity,https://ltc.highline.edu/teaching-excellence/online-teaching-resources/academic-honesty/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College AI academic integrity,Instructional Policies and Procedures,https://catalog.highline.edu/content.php?catoid=28&navoid=1891,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College academic integrity,Student Conduct Violations,https://studentservices.highline.edu/student-conduct/violations/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College academic integrity,Student Conduct Code,https://studentservices.highline.edu/student-conduct/code/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College academic integrity,Student Conduct,https://studentservices.highline.edu/student-conduct/,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College academic integrity,Policies,https://www.highline.edu/about/policies/index.html,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College academic integrity,Instructional Policies and Procedures - Highline College,https://catalog.highline.edu/content.php?catoid=27&navoid=1848,exa,True
Highline College,https://www.highline.edu/,highline.edu,site:highline.edu Highline College academic integrity,College Policies and Procedures - Highline College,https://catalog.highline.edu/content.php?catoid=30&navoid=2033&print=,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,,https://www.upike.edu/wp-content/uploads/2025/05/KYCO-Student-Handbook-2025-2026-Final.pdf,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,University of Pikeville,https://kyco.catalog.upike.edu/academic-policies/acad-integ,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,,https://www.upike.edu/kycomhandbook,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,"KYCOM - Policies | UPIKE | University of Pikeville - Pikeville, Kentucky",https://www.upike.edu/osteopathic-medicine/kycom-policies/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,University of Pikeville,https://kycom.catalog.upike.edu/academic-information/ferpa,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,University of Pikeville,https://undergrad-grad.catalog.upike.edu/graduate-information/academic-policies,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,University of Pikeville,https://undergrad-grad.catalog.upike.edu/undergraduate-information/academic-policies,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,Conduct FAQs,https://www.upike.edu/undergraduate/student-affairs/student-conduct/faq/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,University of Pikeville,https://undergrad-grad.catalog.upike.edu/welcome/important-information,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,College of Nursing and Human Services | UPIKE,https://www.upike.edu/college/nursinghumanservices/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,UPIKE Student Activities | UPIKE | University of Pikeville,https://www.upike.edu/undergraduate/student-affairs/student-handbook/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,UPIKE Newsroom,https://www.upike.edu/aikcu-and-upike-partner-to-benefit-the-future-of-healthcare-in-the-commonwealth/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,Privacy Policy | UPIKE,https://www.upike.edu/offices/marcomm/privacy-policy/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,Annual Notifications,https://www.upike.edu/undergraduate/student-affairs/annual-notifications/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,UPIKE Selected for National Psychedelic-Assisted Therapy Program | UPIKE,https://www.upike.edu/upike-selected-for-national-psychedelic-assisted-therapy-program/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,,https://upike.edu/kycom-student-handbook,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville generative AI policy,KYCO Student Resources,https://www.upike.edu/optometry/program-overview/kyco-student-resources/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville AI policy,Student Conduct,https://www.upike.edu/undergraduate/student-affairs/student-conduct/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville AI policy,Student Handbook 2024/2025- Introduction,https://www.upike.edu/student-handbook-introduction/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville AI policy,"Public Safety | UPIKE | University of Pikeville - Pikeville, Kentucky",https://www.upike.edu/undergraduate/student-affairs/public-safety/parking/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville AI policy,,https://www.upike.edu/student-handbook-residential-living-guidelines1/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville AI policy,,https://www.upike.edu/wp-content/uploads/2025/08/KYCOM-2023-2028-Strategic-Plan.pdf,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville AI policy,,https://upike.edu/kycom-Research-and-Scholarly-Activity-Policy,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville AI guidance,Satisfactory Academic Progress | UPIKE,https://www.upike.edu/undergraduate/financial-aid/sap/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville AI guidance,Microsoft Word - KYCO Catalog 2021-22_Mary's Working Copy_5.6.21[2].docx,https://www.upike.edu/wp-content/uploads/2025/06/KYCO-2025-26-Catalog_.pdf,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville AI academic integrity,University of Pikeville,https://kyco.catalog.upike.edu/,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville AI academic integrity,,https://www.upike.edu/wp-content/uploads/2021/11/Employee-Handbook-2020-21-9.21.2021.pdf,exa,True
University of Pikeville,https://www.upike.edu/,upike.edu,site:upike.edu University of Pikeville AI academic integrity,,https://www.upike.edu/wp-content/uploads/2024/12/PC-FactBook-2025-Ed-FULL.pdf,exa,True
California Institute of Applied Technology,https://www.ciat.edu/,ciat.edu,site:ciat.edu California Institute of Applied Technology generative AI policy,Applied Technology College in San Diego,https://www.ciat.edu/programs/CAIML/courses/CAI104,exa,True
California Institute of Applied Technology,https://www.ciat.edu/,ciat.edu,site:ciat.edu California Institute of Applied Technology generative AI policy,Online AI & Machine Learning Certificate,https://www.ciat.edu/programs/artificial-intelligence/CAIML,exa,True
California Institute of Applied Technology,https://www.ciat.edu/,ciat.edu,site:ciat.edu California Institute of Applied Technology generative AI policy,Applied Technology College in San Diego,https://www.ciat.edu/student-resources/academic-integrity,exa,True
California Institute of Applied Technology,https://www.ciat.edu/,ciat.edu,site:ciat.edu California Institute of Applied Technology generative AI policy,Applied Technology College in San Diego,https://www.ciat.edu/student-resources/attendance-policy,exa,True
California Institute of Applied Technology,https://www.ciat.edu/,ciat.edu,site:ciat.edu California Institute of Applied Technology generative AI policy,Student Resources,https://www.ciat.edu/student-resources/2025-student-handbooks,exa,True
California Institute of Applied Technology,https://www.ciat.edu/,ciat.edu,site:ciat.edu California Institute of Applied Technology generative AI policy,Student Resources & Support Services - CIAT,https://www.ciat.edu/student-resources?category_id=104,exa,True
California Institute of Applied Technology,https://www.ciat.edu/,ciat.edu,site:ciat.edu California Institute of Applied Technology generative AI policy,Best AI Tools for Students 2026 | CIAT,https://www.ciat.edu/blog/best-ai-tools-for-students/,exa,True
California Institute of Applied Technology,https://www.ciat.edu/,ciat.edu,site:ciat.edu California Institute of Applied Technology generative AI policy,It’s time to rethink your approach to education.,https://www.ciat.edu/,exa,True
California Institute of Applied Technology,https://www.ciat.edu/,ciat.edu,site:ciat.edu California Institute of Applied Technology generative AI policy,Programs | CIAT,https://www.ciat.edu/programs,exa,True
California Institute of Applied Technology,https://www.ciat.edu/,ciat.edu,site:ciat.edu California Institute of Applied Technology generative AI policy,Artificial Intelligence,https://www.ciat.edu/programs/artificial-intelligence,exa,True
California Institute of Applied Technology,https://www.ciat.edu/,ciat.edu,site:ciat.edu California Institute of Applied Technology generative AI policy,Consumer Information Disclosures,https://ciat.edu/ciat-consumer-information,exa,True
California Institute of Applied Technology,https://www.ciat.edu/,ciat.edu,site:ciat.edu California Institute of Applied Technology generative AI policy,CAI104 — Introduction to Generative Artificial Intelligence,https://www.ciat.edu/programs/BASD/courses/CAI104,exa,True
California Institute of Applied Technology,https://www.ciat.edu/,ciat.edu,site:ciat.edu California Institute of Applied Technology generative AI policy,Applied Technology College in San Diego,https://ciat.edu/institutions/california,exa,True
California Institute of Applied Technology,https://www.ciat.edu/,ciat.edu,site:ciat.edu California Institute of Applied Technology generative AI policy,Institution Locations,https://www.ciat.edu/institutions/NULL,exa,True
