university,landing_page,domain,query_used,title,policy_url,method,domain_restricted
Texas State University,https://www.txst.edu/,txst.edu,site:txst.edu Texas State University academic integrity,"Consequences of Academic Misconduct
      : The Honor Code
      : Texas State University",https://www.txst.edu/honorcodecouncil/student-resources/consequences-of-academic-misconduct.html,exa,True
Texas State University,https://www.txst.edu/,txst.edu,site:txst.edu Texas State University academic integrity,Code of Student Conduct,https://studenthandbook.txst.edu/rules-and-policies/code-of-student-conduct.html,exa,True
Texas State University,https://www.txst.edu/,txst.edu,site:txst.edu Texas State University academic integrity,Rules and Policies,https://studenthandbook.txst.edu/rules-and-policies.html,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,Generative AI Guidelines,https://www.huit.harvard.edu/news/ai-guidelines,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,Office of the Provost,https://provost.harvard.edu/guidelines-using-chatgpt-and-other-generative-ai-tools-harvard,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,Generative AI Guidelines | Harvard University Information Technology,https://huit.harvard.edu/ai/guidelines,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,AI Sandbox Privacy Statement | Harvard University Information Technology,https://www.huit.harvard.edu/privacy/ai-sandbox,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,Harvard AI Sandbox,https://it.hms.harvard.edu/service/harvard-ai-sandbox,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,AI Sandbox | Harvard University Information Technology,https://www.huit.harvard.edu/ai-sandbox,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,Generative AI Guidance – Office of Undergraduate Education,https://oue.fas.harvard.edu/faculty-resources/generative-ai-guidance/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,HGSE AI Policy,https://registrar.gse.harvard.edu/learning/policies-forms/ai-policy,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,HGSE AI Policy | Office of the Registrar,https://registrar.gse.harvard.edu/AI-policy,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,Generative AI,https://it.hms.harvard.edu/about/policies/responsible-use-generative-ai,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,University-wide working groups,https://www.harvard.edu/ai/working-groups/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,Harvard University Information Technology,https://www.huit.harvard.edu/news/guidance-ai-meeting-assistants-data-privacy-principles,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,HarvardKey - Sign In,https://hcsra.sph.harvard.edu/news/guidelines-using-ai-tools-harvard,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,Best Practices: Generative AI (Community Members) | University Information Security and Data Privacy,https://privsec.harvard.edu/best-practices-generative-ai-community-members,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,Generative AI: How to Use It and Why It Matters,https://www.hks.harvard.edu/educational-programs/executive-education/generative-ai-how-use-it-and-why-it-matters,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,Generative AI,https://it.hms.harvard.edu/about/policies-and-guidelines/generative-ai,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University generative AI policy,"Harvard designs AI sandbox that enables exploration, interaction without compromising security",https://news.harvard.edu/gazette/story/newsplus/harvard-designs-ai-sandbox-that-enables-exploration-interaction-without-compromising-security/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI policy,Generative AI Guidelines | Harvard University Information Technology,https://www.huit.harvard.edu/ai/guidelines,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI policy,,https://www.hks.harvard.edu/sites/default/files/Final_AWP_251_2.pdf,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI policy,Artificial Intelligence Initiative,https://cyber.harvard.edu/projects/artificial-intelligence-initiative,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI policy,How to regulate artificial intelligence — Harvard Gazette,https://news.harvard.edu/gazette/story/2025/09/how-to-regulate-artificial-intelligence-ai/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI policy,New Article from Our Research Team on U.S. AI Policy and Law | Edmond & Lily Safra Center for Ethics,https://www.ethics.harvard.edu/news/2026/02/new-article-our-research-team-us-ai-policy-and-law,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI policy,Predicting AI In 2026: A Year Of Consequence | Harvard Kennedy School,https://www.hks.harvard.edu/centers/mrcbg/programs/growthpolicy/predicting-ai-2026-year-consequence,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI guidance,AI Assistant Guidelines | Harvard University Information Technology,https://www.huit.harvard.edu/ai-assistant-guidelines,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI guidance,AI Guidance & FAQs,https://oue.fas.harvard.edu/ai-guidance,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI academic integrity,Academic Integrity and Teaching With(out) AI,https://oaisc.fas.harvard.edu/academic-integrity-and-teaching-without-ai/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI academic integrity,Guidance for Faculty on Addressing AI-Related Academic Integrity Issues,https://bokcenter.harvard.edu/guidance-faculty-addressing-ai-related-academic-integrity-issues,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI academic integrity,Academic Integrity,https://extension.harvard.edu/enrolled-students/academic-integrity/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI academic integrity,CS50’s Introduction to Artificial Intelligence with Python,https://cs50.harvard.edu/ai/honesty/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI academic integrity,,https://www.fas.harvard.edu/initiatives/generative-artificial-intelligence/academic-research-integrity/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI academic integrity,Detecting AI-Assisted Cheating in Online Exams through Behavior Analytics - ADS,https://ui.adsabs.harvard.edu/abs/2025arXiv251018881A/abstract,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI academic integrity,Students Are Using AI Already. Here’s What They Think Adults Should Know | Harvard Graduate School of Education,https://www.gse.harvard.edu/ideas/usable-knowledge/24/09/students-are-using-ai-already-heres-what-they-think-adults-should-know,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University AI academic integrity,Harvard College AI Guidance & FAQs,https://careerservices.fas.harvard.edu/resources/harvard-college-ai-guidance-faqa/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,Policies – Office of Academic Integrity and Student Conduct,https://oaisc.fas.harvard.edu/policies/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,Honor Code – Office of Academic Integrity and Student Conduct,https://www.vpal.harvard.edu/links/honor-code-harvard-college,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,Honor Code – Office of Academic Integrity and Student Conduct,https://oaisc.fas.harvard.edu/honor-code/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,Academic Integrity,https://gsas.harvard.edu/policy/academic-integrity,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,Office of Academic Integrity and Student Conduct,https://oaisc.fas.harvard.edu/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,Formal Adjudication – Office of Academic Integrity and Student Conduct,https://oaisc.fas.harvard.edu/formal-honor-council-adjudication/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,In-Course Resolution,https://oaisc.fas.harvard.edu/in-course-resolutions/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,Honor Council,https://oaisc.fas.harvard.edu/honor-council/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,Data – Office of Academic Integrity and Student Conduct,https://oaisc.fas.harvard.edu/data/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,A New Era of Academic Integrity,https://college.harvard.edu/about/news/new-era-academic-integrity,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,Report of the Ad Hoc Committee to Review the Administrative Boards of Harvard College and Harvard Kenneth C. Griffin Graduate School of Arts & Sciences,https://www.fas.harvard.edu/sites/g/files/omnuum716/files/2025-06/Report%20of%20the%20Committee%20to%20Review%20the%20Administrative%20Boards%2003.27.25_FINAL%20FINAL-ua.pdf,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,inside-academic-scandal-story-fraud-and-betrayal,https://www.hks.harvard.edu/publications/inside-academic-scandal-story-fraud-and-betrayal,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,,https://honorcouncil.fas.harvard.edu/files/honorcouncil/files/honor_council_procedures.pdf,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,,https://adboard.fas.harvard.edu/materials,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,Report on Grading,https://oue.fas.harvard.edu/faculty-resources/report-on-grading/,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,,https://www.fas.harvard.edu/sites/g/files/omnuum716/files/2025-04/CSCC-FINAL_Adopted-03.04.25-FINAL-ua_0.pdf,exa,True
Harvard University,https://www.harvard.edu/,harvard.edu,site:harvard.edu Harvard University academic integrity,,https://www.harvard.edu/research-funding/wp-content/uploads/sites/16/2025/04/Letter-Sent-to-Harvard-2025-04-11.pdf,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University generative AI policy,Frequently Asked Questions About Teaching and AI,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-tools/frequently-asked-questions.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University generative AI policy,Teaching with Generative AI,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-tools.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University generative AI policy,Academic Integrity for Students at NYU,https://www.nyu.edu/about/policies-guidelines-compliance/policies-and-guidelines/academic-integrity-for-students-at-nyu.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University generative AI policy,Generative AI Guidelines for NYU Communicators,https://www.nyu.edu/employees/resources-and-services/media-and-communications/nyu-brand-guidelines/creating-messaging-and-visual-assets/best-practices/generative-ai-guidelines-for-nyu-communicators.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University generative AI policy,Academic Integrity and Syllabus Support in the Age of Generative AI,https://steinhardt.nyu.edu/faculty-and-staff/academic-affairs/steinhardt-ai-hub/academic-integrity-and-syllabus-support-age,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University generative AI policy,NYU Generative AI (GenAI) Services,https://www.nyu.edu/life/information-technology/artificial-intelligence-at-nyu/private-ai-generative-pilot.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University generative AI policy,Adapting Assignments to Generative AI,https://www.nyu.edu/faculty/teaching-and-learning-resources/teaching-with-generative-tools/adapting-assignments-to-generative-AI.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University generative AI policy,Getting Started with Generative AI,https://steinhardt.nyu.edu/faculty-and-staff/academic-affairs/steinhardt-ai-hub/getting-started-generative-ai,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University generative AI policy,Student Learning with Generative AI,https://www.nyu.edu/faculty/teaching-and-learning-resources/Student-Learning-with-Generative-AI.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University generative AI policy,NYU Launches Generative AI Resources for Instructors and Researchers,https://www.nyu.edu/research/navigating-research-technology/stories/nyu-launches-resources-for-instructors-exploring-generative-ai.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University generative AI policy,NYU Office of the Provost Generative AI Workshop: (Re)Designing Assignments and (Re)thinking Assessment for Learning in the Age of GenAI,https://nexus.sps.nyu.edu/post/nyu-office-of-the-provost-generative-ai-workshop-re-designing-assignments-and-re-thinking-assessm,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI policy,AI Guidance & Governance,https://www.nyu.edu/life/information-technology/artificial-intelligence-at-nyu/governance.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI policy,Screen Shot 2023-09-07 at 4.06.57 PM,https://www.nyu.edu/content/dam/nyu/provost/documents/Disabling%20the%20AI%20Tool%20in%20Turnitin.pdf,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI policy,NYU AI Center of Excellence,https://www.nyu.edu/life/information-technology/artificial-intelligence-at-nyu/coe.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI policy,NYU Joins Gov. Hochul’s ‘Empire AI’ Initiative to Make New York a National Artificial Intelligence Leader,https://www.nyu.edu/about/news-publications/news/2024/january/nyu-joins-gov--hochul-s--empire-ai--initiative-to-make-new-york-.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI policy,University Access to Personal Digital Content,https://www.nyu.edu/about/policies-guidelines-compliance/policies-and-guidelines/university-access-to-personal-digital-content.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI policy,,https://bhr.stern.nyu.edu/wp-content/uploads/2024/01/NYUCBHRGenerativeAI_June20ONLINEFINAL.pdf,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI guidance,Julia Stoyanovich,https://engineering.nyu.edu/faculty/julia-stoyanovich,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI guidance,Policy on Responsible Use of NYU Computers and Data,https://www.nyu.edu/about/policies-guidelines-compliance/policies-and-guidelines/responsible-use-of-nyu-computers-and-data-policy-on.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI guidance,Korea and NYU Establish Global AI Frontier Lab,https://www.nyu.edu/about/news-publications/news/2024/may/korea-and-nyu-establish-global-ai-frontier-lab.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI guidance,Guidance for the New Global Dialogue on AI Governance,https://cic.nyu.edu/resources/guidance-for-the-new-global-dialogue-on-ai-governance/,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,Academic Integrity | ITP Faculty Help,https://itp.nyu.edu/help/faculty/academic-integrity/,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,Student Code of Conduct | NYU Tandon School of Engineering,https://engineering.nyu.edu/life-tandon/student-life/student-advocacy/student-code-conduct,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,Policy & Rules,https://cs.nyu.edu/dynamic/undergraduates/overview/academic-integrity-privacy/,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,Steinhardt AI Hub | NYU Steinhardt,https://steinhardt.nyu.edu/faculty-and-staff/academic-affairs/steinhardt-ai-hub,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,Academic Integrity,https://as.nyu.edu/departments/cns/UndergraduateProgram/AcademicIntegrity.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,Enhancing Teaching and Learning with Generative AI,https://steinhardt.nyu.edu/faculty-and-staff/academic-affairs/steinhardt-ai-hub/enhancing-teaching-and-learning-generative-ai,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,,https://steinhardt.nyu.edu/faculty-and-staff/institutional-effectiveness/course-and-program-proposals/guidelines-creating-new,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,Academic Policies for Tandon Graduate Students | NYU Bulletins,https://bulletins.nyu.edu/graduate/engineering/academic-policies/,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,Undergraduate Academic Requirements and Policies,http://bulletin.engineering.nyu.edu/content.php?catoid=16&navoid=1298,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University AI academic integrity,Policy & Rules,https://cs.nyu.edu/home/phd/policy.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Academic Integrity,https://cas.nyu.edu/academic-integrity.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Academic Policies,https://bulletins.nyu.edu/undergraduate/professional-studies/academic-policies/,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Academic Code: Student Disciplinary Procedures,https://wagner.nyu.edu/portal/students/policies/code,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,University Student Conduct Policy,https://www.nyu.edu/about/policies-guidelines-compliance/policies-and-guidelines/university-student-conduct-policy.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Student Conduct Procedures,https://www.nyu.edu/students/student-information-and-resources/student-community-standards/studentconductprocedures.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Statement By NYU Spokesperson John Beckman,https://www.nyu.edu/about/news-publications/news/2025/may/statement-by-nyu-spokesperson-john-beckman.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,College of Arts & Science Rules and Procedures,https://as.nyu.edu/administrative-resources/misc/committee-on-student-discipline/cas-rules-and-procedures.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,,https://bulletins.nyu.edu/graduate/arts/academic-policies/academic-policies.pdf,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,,https://bulletins.nyu.edu/undergraduate/professional-studies/academic-policies/academic-policies.pdf,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Academic Integrity Guide,https://liberalstudies.nyu.edu/academics/academic-integrity-guide.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Factbook and Common Data Sets,https://www.nyu.edu/employees/resources-and-services/administrative-services/institutional-research/self-service-reporting-resources/factbook.html,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,Enrollment and Graduation Statistics,https://bulletins.nyu.edu/nyu/enrollment-graduation-statistics/enrollment-graduation-statistics.pdf,exa,True
New York University,https://www.nyu.edu/,nyu.edu,site:nyu.edu New York University academic integrity,,https://www.nyu.edu/content/dam/nyu/campusSafety/documents/NYU-NEWYORK-ASR-24.pdf,exa,True
